date,hour,patients,visits,speciality,humidity,temperature,aqi,rainfall,holiday,revisit,lagged
2021-10-22,15,13,14,ENT,73.37,37.16,371,0.0,0,0,11
2021-10-22,16,15,14,Dermatology,34.41,39.35,291,0.0,0,0,12
2021-10-22,17,30,37,Cardiology,26.52,32.33,237,0.0,0,0,32
2021-10-22,18,30,39,Dermatology,46.42,38.37,64,0.0,0,0,25
2021-10-22,19,38,44,Dermatology,87.48,14.88,165,10.72,0,1,39
2021-10-22,20,25,26,ENT,94.87,36.86,257,3.18,0,0,24
2021-10-22,21,39,45,Pediatrics,83.56,35.85,236,13.62,0,0,42
2021-10-22,22,17,20,ENT,69.96,40.81,165,10.54,0,0,14
2021-10-22,23,30,29,General Medicine,93.48,22.52,236,2.07,0,0,34
2021-10-23,0,17,16,Pediatrics,53.96,40.69,201,2.25,0,0,14
2021-10-23,1,7,12,ENT,59.87,38.21,382,10.88,0,0,3
2021-10-23,2,11,10,Cardiology,45.52,11.08,372,4.13,0,1,6
2021-10-23,3,8,15,Neurology,94.72,26.51,185,7.0,0,1,5
2021-10-23,4,14,18,Neurology,44.49,18.61,391,0.0,1,0,14
2021-10-23,5,11,10,General Medicine,32.43,31.83,282,12.97,0,1,12
2021-10-23,6,9,13,Cardiology,26.11,22.3,98,0.0,0,0,7
2021-10-23,7,15,17,Cardiology,43.02,19.34,392,0.0,0,0,16
2021-10-23,8,28,35,Neurology,87.89,16.04,151,0.0,0,1,25
2021-10-23,9,22,20,Pediatrics,49.17,25.12,214,1.29,0,0,17
2021-10-23,10,29,32,Dermatology,83.92,34.39,243,0.39,0,0,29
2021-10-23,11,19,24,Cardiology,29.62,15.68,84,13.38,1,0,15
2021-10-23,12,22,23,General Medicine,55.48,21.68,83,0.0,0,1,26
2021-10-23,13,13,15,Orthopedics,64.1,26.49,108,12.79,0,1,17
2021-10-23,14,15,16,Neurology,56.93,16.12,308,10.76,0,1,16
2021-10-23,15,12,10,Cardiology,52.95,22.32,387,0.77,1,0,9
2021-10-23,16,16,15,Neurology,35.94,21.45,271,3.23,1,0,19
2021-10-23,17,35,37,Neurology,63.75,24.13,273,0.0,0,0,34
2021-10-23,18,35,37,Cardiology,63.04,30.35,78,1.48,0,0,37
2021-10-23,19,25,28,Dermatology,39.54,23.22,386,0.0,1,1,22
2021-10-23,20,31,35,ENT,78.9,23.92,109,0.0,0,0,31
2021-10-23,21,27,31,Orthopedics,47.17,8.0,101,11.35,0,0,23
2021-10-23,22,11,15,ENT,93.24,19.13,161,0.51,0,0,12
2021-10-23,23,10,14,General Medicine,50.43,28.93,362,8.7,0,1,12
2021-10-24,0,11,15,Neurology,39.03,33.1,335,12.03,0,1,7
2021-10-24,1,5,7,Cardiology,49.48,27.04,105,9.78,0,0,9
2021-10-24,2,16,21,Dermatology,48.68,34.75,251,6.01,0,0,11
2021-10-24,3,6,5,Neurology,66.31,33.19,187,2.64,0,0,8
2021-10-24,4,9,15,ENT,46.53,12.11,279,1.86,0,0,12
2021-10-24,5,11,16,ENT,56.4,24.16,192,7.97,0,1,8
2021-10-24,6,11,10,Pediatrics,33.77,16.65,107,7.92,0,0,10
2021-10-24,7,19,22,Orthopedics,86.77,40.34,307,0.0,0,0,22
2021-10-24,8,23,28,ENT,71.7,19.12,75,11.45,0,0,24
2021-10-24,9,25,25,Neurology,36.45,40.83,195,0.0,0,0,21
2021-10-24,10,23,23,ENT,49.98,23.27,205,0.0,0,0,20
2021-10-24,11,20,25,Pediatrics,30.46,35.2,385,12.22,1,0,15
2021-10-24,12,31,35,General Medicine,54.92,23.32,377,4.85,0,0,31
2021-10-24,13,5,9,Orthopedics,25.83,35.8,104,8.48,0,0,9
2021-10-24,14,15,15,Cardiology,25.58,38.16,369,11.56,0,0,13
2021-10-24,15,9,15,Orthopedics,34.31,12.93,145,7.91,0,0,10
2021-10-24,16,8,15,General Medicine,79.78,18.39,278,6.54,0,1,5
2021-10-24,17,33,32,Cardiology,43.09,27.82,120,0.0,0,0,28
2021-10-24,18,34,31,Neurology,45.88,22.87,370,5.7,0,0,38
2021-10-24,19,25,29,Dermatology,25.64,35.1,300,0.0,1,1,25
2021-10-24,20,25,28,ENT,81.93,14.92,143,5.46,0,0,24
2021-10-24,21,34,38,Dermatology,65.6,15.49,185,6.57,0,0,34
2021-10-24,22,11,19,Cardiology,64.73,27.35,74,5.86,0,0,9
2021-10-24,23,15,17,ENT,26.72,14.98,335,8.41,0,1,17
2021-10-25,0,17,25,General Medicine,82.57,31.31,190,8.73,0,0,16
2021-10-25,1,16,22,Pediatrics,76.85,16.97,246,1.64,0,0,17
2021-10-25,2,18,25,ENT,45.73,26.86,186,8.55,0,0,17
2021-10-25,3,14,14,ENT,63.53,32.47,128,0.0,0,1,17
2021-10-25,4,27,26,General Medicine,66.71,12.5,364,6.26,0,1,23
2021-10-25,5,18,18,Cardiology,31.69,25.01,104,0.0,0,1,16
2021-10-25,6,17,19,General Medicine,40.43,35.92,247,0.0,0,0,19
2021-10-25,7,14,13,Pediatrics,51.87,16.37,236,12.45,0,0,13
2021-10-25,8,32,37,ENT,49.63,9.1,387,4.34,0,0,29
2021-10-25,9,35,34,ENT,66.53,26.39,241,10.98,0,0,36
2021-10-25,10,34,35,Dermatology,55.14,39.45,118,0.0,0,0,29
2021-10-25,11,30,39,Neurology,48.14,40.25,69,0.0,0,0,26
2021-10-25,12,34,37,General Medicine,31.25,15.06,371,0.82,0,0,37
2021-10-25,13,18,18,Orthopedics,25.1,11.69,133,1.23,0,1,21
2021-10-25,14,11,12,ENT,65.68,16.75,331,6.02,0,0,7
2021-10-25,15,17,23,Cardiology,62.75,21.88,302,0.0,0,1,14
2021-10-25,16,20,27,Cardiology,40.62,14.42,197,3.17,1,0,22
2021-10-25,17,31,39,Cardiology,87.22,40.15,95,0.0,0,1,32
2021-10-25,18,28,31,Orthopedics,48.11,36.54,271,8.18,0,0,30
2021-10-25,19,36,39,Pediatrics,52.14,27.04,128,2.97,0,0,31
2021-10-25,20,22,21,Dermatology,27.82,21.46,181,0.48,0,0,17
2021-10-25,21,34,34,Neurology,85.44,11.07,212,1.2,0,0,36
2021-10-25,22,14,20,ENT,29.09,19.91,211,10.91,0,1,11
2021-10-25,23,23,29,Pediatrics,76.86,14.56,313,12.09,0,1,22
2021-10-26,0,14,15,Neurology,59.8,33.72,275,5.78,0,0,14
2021-10-26,1,16,14,Orthopedics,54.87,25.15,281,8.18,0,0,14
2021-10-26,2,13,19,Cardiology,92.77,19.13,263,5.44,0,0,14
2021-10-26,3,14,21,Dermatology,38.92,24.21,142,0.0,0,0,15
2021-10-26,4,8,15,General Medicine,69.3,40.72,83,10.61,0,1,7
2021-10-26,5,12,12,Pediatrics,88.3,12.48,158,0.0,0,1,15
2021-10-26,6,21,18,ENT,41.79,34.5,306,0.0,0,0,24
2021-10-26,7,10,15,Orthopedics,33.85,10.52,141,6.33,0,1,13
2021-10-26,8,31,36,General Medicine,50.85,30.74,202,7.42,1,0,27
2021-10-26,9,30,39,Cardiology,86.89,37.65,77,6.36,0,0,34
2021-10-26,10,32,35,Orthopedics,51.27,12.8,140,7.14,0,1,32
2021-10-26,11,37,44,Pediatrics,27.68,25.29,141,8.23,0,0,32
2021-10-26,12,26,26,Neurology,65.51,8.72,90,2.68,0,0,24
2021-10-26,13,16,15,Pediatrics,38.23,39.94,169,3.95,0,0,13
2021-10-26,14,10,10,Cardiology,27.56,9.58,183,9.25,0,0,11
2021-10-26,15,9,9,Neurology,88.24,21.84,131,3.32,0,0,13
2021-10-26,16,12,11,Pediatrics,92.91,20.28,203,0.0,0,0,11
2021-10-26,17,32,36,Cardiology,76.3,13.48,168,7.84,0,0,33
2021-10-26,18,33,39,Dermatology,76.59,8.71,115,4.34,1,0,31
2021-10-26,19,37,38,Orthopedics,37.62,37.83,134,0.0,1,1,35
2021-10-26,20,27,27,ENT,44.61,34.33,162,0.0,0,1,26
2021-10-26,21,30,34,Cardiology,42.05,36.87,273,7.01,0,1,26
2021-10-26,22,14,19,General Medicine,58.51,33.42,163,0.65,0,0,14
2021-10-26,23,24,22,Pediatrics,79.71,18.61,277,1.01,0,0,24
2021-10-27,0,20,24,Neurology,69.93,34.39,161,1.27,0,1,20
2021-10-27,1,17,25,Orthopedics,27.96,10.2,62,1.33,0,1,15
2021-10-27,2,15,18,Pediatrics,71.69,37.91,151,0.0,0,0,13
2021-10-27,3,24,25,General Medicine,72.38,34.34,148,1.46,0,1,20
2021-10-27,4,12,20,ENT,92.31,10.11,104,3.56,0,1,13
2021-10-27,5,20,26,Dermatology,56.8,12.85,271,9.89,0,0,22
2021-10-27,6,10,17,ENT,52.14,24.12,79,2.32,0,1,11
2021-10-27,7,14,18,Dermatology,61.89,8.49,155,8.78,0,0,16
2021-10-27,8,34,37,Orthopedics,50.4,32.64,163,0.0,0,0,30
2021-10-27,9,31,35,General Medicine,35.26,36.41,381,2.05,0,1,34
2021-10-27,10,14,23,Pediatrics,32.83,24.25,92,1.3,0,0,15
2021-10-27,11,42,45,Dermatology,74.98,25.18,220,1.93,1,0,45
2021-10-27,12,31,31,Neurology,43.3,8.88,145,13.44,0,0,34
2021-10-27,13,21,26,ENT,32.32,18.65,102,1.21,0,0,18
2021-10-27,14,27,29,Cardiology,28.47,36.57,231,6.86,0,1,28
2021-10-27,15,13,20,Neurology,78.37,41.54,87,0.0,0,1,13
2021-10-27,16,12,12,Orthopedics,80.56,23.07,153,0.0,0,0,13
2021-10-27,17,35,33,Neurology,80.78,22.01,327,4.41,0,1,36
2021-10-27,18,25,27,Pediatrics,44.58,12.99,214,0.0,0,0,21
2021-10-27,19,40,46,Cardiology,40.24,24.75,72,12.19,0,0,35
2021-10-27,20,29,35,General Medicine,88.84,21.63,295,8.69,0,0,27
2021-10-27,21,32,31,Neurology,86.57,24.51,297,0.0,0,0,31
2021-10-27,22,17,23,Dermatology,89.99,9.97,302,2.96,0,1,12
2021-10-27,23,20,23,Pediatrics,39.89,14.18,340,9.28,0,0,18
2021-10-28,0,16,17,General Medicine,50.35,30.77,301,0.0,0,0,20
2021-10-28,1,21,20,Pediatrics,68.28,20.27,262,5.27,0,0,22
2021-10-28,2,20,28,Cardiology,38.64,12.4,124,11.69,0,1,20
2021-10-28,3,21,22,Cardiology,26.0,8.3,115,14.2,0,0,22
2021-10-28,4,21,22,Pediatrics,40.52,16.39,274,14.13,0,0,20
2021-10-28,5,19,18,General Medicine,66.07,14.89,379,0.0,0,1,20
2021-10-28,6,17,20,General Medicine,77.73,13.14,348,6.14,0,0,18
2021-10-28,7,21,21,Cardiology,84.43,24.49,123,1.94,0,0,18
2021-10-28,8,34,40,Orthopedics,32.59,25.97,80,6.87,0,0,37
2021-10-28,9,31,38,Orthopedics,35.85,19.25,240,2.2,0,0,27
2021-10-28,10,28,28,General Medicine,69.63,24.85,394,8.78,0,0,23
2021-10-28,11,38,45,ENT,72.69,24.37,177,0.9,0,1,34
2021-10-28,12,36,41,Pediatrics,45.6,11.29,316,0.0,1,0,37
2021-10-28,13,19,25,Neurology,45.24,40.53,385,0.0,0,0,19
2021-10-28,14,22,23,Dermatology,78.81,17.7,389,15.82,0,0,24
2021-10-28,15,19,17,Orthopedics,86.88,35.54,237,0.0,0,0,16
2021-10-28,16,9,17,Cardiology,84.12,12.73,80,5.65,0,1,8
2021-10-28,17,39,38,ENT,52.67,20.15,231,7.81,0,0,41
2021-10-28,18,34,33,Pediatrics,49.81,21.86,197,0.0,0,0,34
2021-10-28,19,34,38,Neurology,74.63,28.63,137,0.75,1,1,34
2021-10-28,20,32,37,Orthopedics,47.72,11.76,193,11.81,0,0,35
2021-10-28,21,30,37,Orthopedics,90.53,27.14,138,3.64,0,1,26
2021-10-28,22,16,23,Neurology,75.13,9.24,115,7.76,0,0,20
2021-10-28,23,16,18,Orthopedics,56.73,37.02,344,13.44,0,0,13
2021-10-29,0,19,20,Neurology,78.35,31.52,213,0.0,0,1,23
2021-10-29,1,15,21,Cardiology,82.4,36.57,210,8.2,0,0,10
2021-10-29,2,30,34,Cardiology,94.87,38.37,337,0.0,0,0,29
2021-10-29,3,8,10,Neurology,29.38,19.21,141,1.96,0,0,10
2021-10-29,4,23,29,Neurology,45.92,41.82,251,4.44,0,0,19
2021-10-29,5,16,19,Pediatrics,26.25,35.55,335,0.0,0,1,13
2021-10-29,6,29,32,Dermatology,35.1,12.96,387,1.29,0,0,29
2021-10-29,7,24,32,Pediatrics,46.62,18.28,187,5.59,0,0,19
2021-10-29,8,45,48,Cardiology,87.98,36.21,266,3.2,0,0,46
2021-10-29,9,27,33,Orthopedics,46.91,14.5,230,7.06,0,1,26
2021-10-29,10,31,35,Pediatrics,87.96,14.71,178,0.0,0,0,31
2021-10-29,11,28,30,Orthopedics,50.8,36.28,276,0.0,0,0,28
2021-10-29,12,39,38,Cardiology,94.02,41.18,150,0.9,0,0,43
2021-10-29,13,9,7,General Medicine,49.49,21.36,256,6.27,0,1,6
2021-10-29,14,14,15,Orthopedics,44.71,30.38,334,7.82,0,1,12
2021-10-29,15,18,20,Pediatrics,83.14,9.36,366,4.92,0,0,15
2021-10-29,16,22,28,Orthopedics,70.78,28.71,325,16.7,0,0,18
2021-10-29,17,38,47,Orthopedics,75.79,27.25,87,3.6,0,0,38
2021-10-29,18,32,30,Cardiology,93.9,30.12,251,0.0,0,1,31
2021-10-29,19,32,31,Pediatrics,86.42,16.79,345,10.02,0,0,29
2021-10-29,20,36,40,Cardiology,62.92,25.37,392,8.8,0,0,33
2021-10-29,21,30,33,Dermatology,50.23,17.8,233,0.0,0,0,33
2021-10-29,22,8,14,Cardiology,50.56,11.3,267,8.32,1,1,10
2021-10-29,23,17,17,Neurology,36.14,34.47,240,1.03,0,1,15
2021-10-30,0,11,13,General Medicine,60.06,20.41,136,2.89,1,1,15
2021-10-30,1,8,9,Pediatrics,86.45,19.44,337,0.0,0,0,8
2021-10-30,2,9,11,Orthopedics,71.4,29.02,162,1.42,0,1,8
2021-10-30,3,9,10,ENT,35.78,22.89,118,14.78,0,0,9
2021-10-30,4,13,16,Neurology,61.48,27.28,216,9.1,0,0,11
2021-10-30,5,9,11,Dermatology,85.29,9.84,374,3.63,0,0,7
2021-10-30,6,15,14,Dermatology,51.07,15.21,202,6.32,0,0,13
2021-10-30,7,12,10,General Medicine,79.67,27.92,209,3.95,0,1,8
2021-10-30,8,22,30,Orthopedics,33.87,19.66,130,1.21,0,1,23
2021-10-30,9,38,41,ENT,42.34,39.79,378,1.32,0,0,39
2021-10-30,10,26,25,Dermatology,68.44,33.16,155,0.15,0,1,24
2021-10-30,11,26,32,Pediatrics,35.79,40.47,374,0.0,0,0,29
2021-10-30,12,26,24,Neurology,71.58,12.42,201,0.0,0,0,24
2021-10-30,13,7,12,Neurology,68.14,18.51,281,0.0,0,1,4
2021-10-30,14,11,16,Cardiology,59.22,27.6,236,7.79,0,0,13
2021-10-30,15,15,17,General Medicine,78.21,19.72,286,15.82,0,0,18
2021-10-30,16,11,16,ENT,37.81,24.49,132,3.15,0,1,11
2021-10-30,17,28,30,Neurology,52.32,39.52,212,18.07,0,0,25
2021-10-30,18,28,33,Neurology,67.4,28.68,168,6.09,1,0,25
2021-10-30,19,26,27,General Medicine,50.39,23.1,170,17.01,0,0,24
2021-10-30,20,29,33,Orthopedics,40.15,23.34,172,10.99,0,0,33
2021-10-30,21,19,19,ENT,66.29,17.17,362,15.54,0,0,18
2021-10-30,22,15,15,Cardiology,39.7,26.66,392,1.73,0,1,13
2021-10-30,23,12,9,General Medicine,57.86,17.2,304,8.75,0,0,14
2021-10-31,0,3,5,Cardiology,52.91,13.92,67,13.9,0,0,0
2021-10-31,1,14,16,Pediatrics,32.2,21.12,358,7.41,0,0,13
2021-10-31,2,7,6,Dermatology,57.36,28.39,127,4.69,0,0,8
2021-10-31,3,20,20,General Medicine,26.23,11.6,342,16.89,0,0,20
2021-10-31,4,12,15,ENT,64.33,26.21,320,7.15,1,0,16
2021-10-31,5,12,16,ENT,56.91,40.33,243,1.31,0,0,9
2021-10-31,6,12,16,ENT,65.74,16.01,380,0.0,0,1,12
2021-10-31,7,7,13,Pediatrics,92.68,24.03,259,16.24,0,0,7
2021-10-31,8,36,42,General Medicine,82.41,17.67,284,3.9,0,1,32
2021-10-31,9,27,33,Orthopedics,45.73,25.09,240,5.35,0,1,29
2021-10-31,10,28,35,ENT,37.22,36.98,161,0.0,0,0,25
2021-10-31,11,25,23,Pediatrics,56.43,32.22,387,2.01,0,0,28
2021-10-31,12,26,28,Dermatology,62.29,19.35,230,3.12,0,1,30
2021-10-31,13,10,11,General Medicine,91.74,13.41,181,6.38,0,0,11
2021-10-31,14,13,20,Dermatology,84.53,13.55,296,0.0,1,0,10
2021-10-31,15,14,16,Neurology,88.43,16.72,160,12.28,0,0,14
2021-10-31,16,9,11,ENT,41.62,14.83,251,0.0,0,0,5
2021-10-31,17,17,20,Neurology,46.09,35.03,261,0.0,0,1,14
2021-10-31,18,22,29,Orthopedics,43.56,24.26,125,9.9,0,1,22
2021-10-31,19,16,19,General Medicine,42.74,12.53,77,9.58,0,0,14
2021-10-31,20,32,37,Neurology,64.38,25.2,277,0.64,0,0,34
2021-10-31,21,17,20,ENT,62.48,28.86,62,0.0,0,1,17
2021-10-31,22,13,12,Dermatology,88.74,34.98,129,0.0,0,0,10
2021-10-31,23,12,20,Orthopedics,76.71,11.93,161,5.08,1,0,13
2021-11-01,0,25,26,Cardiology,91.93,19.39,67,6.27,0,0,29
2021-11-01,1,24,25,General Medicine,41.82,13.62,396,3.65,0,0,27
2021-11-01,2,24,28,Orthopedics,66.66,12.65,68,14.79,0,1,28
2021-11-01,3,34,37,ENT,51.35,8.45,342,4.16,0,0,35
2021-11-01,4,26,27,General Medicine,80.14,15.58,73,3.21,0,0,23
2021-11-01,5,27,31,General Medicine,62.63,12.86,244,0.0,0,0,28
2021-11-01,6,30,30,Orthopedics,40.27,26.33,275,3.69,0,1,34
2021-11-01,7,25,27,Pediatrics,48.53,21.02,191,1.76,0,0,25
2021-11-01,8,43,44,Pediatrics,93.98,23.46,342,9.03,0,0,43
2021-11-01,9,50,56,Dermatology,79.07,10.45,179,0.0,0,0,49
2021-11-01,10,45,49,ENT,44.67,36.81,120,6.18,0,0,44
2021-11-01,11,27,27,Pediatrics,25.02,8.86,210,9.78,0,0,29
2021-11-01,12,31,37,Dermatology,91.51,26.73,178,10.21,0,0,33
2021-11-01,13,21,29,General Medicine,46.0,9.22,184,5.51,0,0,16
2021-11-01,14,12,19,Neurology,62.26,37.99,175,4.91,0,0,7
2021-11-01,15,31,28,Cardiology,78.91,9.82,334,2.31,0,0,30
2021-11-01,16,36,41,Pediatrics,52.94,23.09,313,9.04,0,0,40
2021-11-01,17,42,41,Orthopedics,77.38,8.66,255,4.42,0,0,46
2021-11-01,18,50,53,Pediatrics,73.98,32.43,220,6.0,1,1,54
2021-11-01,19,50,57,General Medicine,40.25,16.37,254,0.0,0,0,45
2021-11-01,20,41,44,Pediatrics,86.56,34.47,276,2.28,0,0,42
2021-11-01,21,53,54,Cardiology,74.29,27.85,331,0.0,0,1,52
2021-11-01,22,18,18,Dermatology,83.18,28.87,295,0.0,0,0,21
2021-11-01,23,25,25,Pediatrics,93.66,32.97,325,0.0,0,1,25
2021-11-02,0,20,23,Cardiology,26.27,39.5,223,11.85,0,0,19
2021-11-02,1,24,32,Pediatrics,34.58,26.16,148,0.0,0,0,25
2021-11-02,2,31,34,General Medicine,48.88,18.34,304,1.43,0,1,29
2021-11-02,3,28,29,Dermatology,87.13,10.18,333,6.47,0,0,28
2021-11-02,4,35,37,Pediatrics,78.05,36.5,350,0.0,0,1,33
2021-11-02,5,28,33,Orthopedics,83.7,9.44,235,0.0,0,0,32
2021-11-02,6,34,33,General Medicine,78.02,19.98,233,0.0,0,0,34
2021-11-02,7,36,37,Cardiology,39.88,27.42,205,0.0,0,0,35
2021-11-02,8,51,51,Cardiology,36.31,15.47,377,7.9,0,0,48
2021-11-02,9,49,57,Neurology,94.52,28.68,86,0.0,0,1,49
2021-11-02,10,30,29,Orthopedics,40.43,32.36,162,5.14,0,0,27
2021-11-02,11,38,38,ENT,89.97,11.5,175,18.72,0,0,42
2021-11-02,12,34,36,Pediatrics,92.98,12.22,89,4.21,0,1,35
2021-11-02,13,30,29,Orthopedics,81.9,32.18,320,7.98,0,0,34
2021-11-02,14,23,29,ENT,33.44,34.2,71,0.0,0,1,24
2021-11-02,15,31,32,Cardiology,92.69,24.08,335,0.0,0,0,33
2021-11-02,16,30,32,Dermatology,75.52,27.37,381,5.22,0,0,32
2021-11-02,17,34,36,ENT,41.88,32.23,279,4.03,0,0,34
2021-11-02,18,40,38,ENT,33.44,25.15,336,0.46,0,0,37
2021-11-02,19,49,49,Dermatology,45.53,31.81,86,7.16,0,1,46
2021-11-02,20,38,41,Neurology,86.75,39.22,373,1.14,0,0,40
2021-11-02,21,34,31,Pediatrics,31.02,34.31,366,0.0,0,0,37
2021-11-02,22,22,23,General Medicine,86.97,36.69,367,0.0,0,1,24
2021-11-02,23,33,37,Cardiology,79.86,16.84,331,4.65,0,1,31
2021-11-03,0,21,26,Orthopedics,51.31,9.03,257,4.76,0,0,18
2021-11-03,1,23,25,Orthopedics,65.84,41.8,109,0.92,0,1,20
2021-11-03,2,28,30,Pediatrics,56.31,21.25,182,2.99,0,1,27
2021-11-03,3,19,20,Cardiology,84.76,35.62,121,2.31,0,0,17
2021-11-03,4,20,24,ENT,53.63,17.79,91,0.0,0,0,21
2021-11-03,5,38,42,Orthopedics,78.26,21.17,348,6.05,0,1,36
2021-11-03,6,29,35,Cardiology,88.81,19.42,145,4.44,0,1,24
2021-11-03,7,29,26,General Medicine,81.1,22.69,323,0.0,0,0,32
2021-11-03,8,49,50,ENT,92.2,19.52,183,0.0,0,1,46
2021-11-03,9,44,50,Dermatology,56.79,40.7,250,0.0,0,1,42
2021-11-03,10,45,44,Cardiology,88.18,23.81,395,5.66,0,0,44
2021-11-03,11,41,47,General Medicine,31.57,10.68,143,4.03,0,0,39
2021-11-03,12,47,47,Dermatology,87.74,39.09,349,8.63,1,1,48
2021-11-03,13,28,27,Orthopedics,56.62,25.31,331,1.82,0,0,23
2021-11-03,14,30,32,Cardiology,25.43,32.82,231,6.26,0,0,28
2021-11-03,15,37,41,Cardiology,58.91,21.11,167,11.31,0,0,39
2021-11-03,16,38,37,Pediatrics,46.23,16.81,312,0.0,0,0,35
2021-11-03,17,44,51,Neurology,33.6,31.23,155,0.0,0,0,44
2021-11-03,18,31,31,General Medicine,64.83,36.95,308,0.25,0,1,33
2021-11-03,19,45,48,General Medicine,28.23,26.38,127,0.61,0,1,45
2021-11-03,20,35,37,Dermatology,51.57,12.52,164,1.08,0,0,35
2021-11-03,21,51,49,General Medicine,48.11,18.97,288,0.0,0,0,51
2021-11-03,22,29,28,Pediatrics,76.88,38.02,303,2.84,0,0,33
2021-11-03,23,23,24,Neurology,55.72,22.31,356,3.37,0,0,21
2021-11-04,0,25,29,Pediatrics,92.88,19.13,254,0.0,0,1,20
2021-11-04,1,33,31,Neurology,89.73,32.62,354,6.39,0,0,37
2021-11-04,2,32,38,General Medicine,42.33,14.41,254,11.75,0,0,31
2021-11-04,3,36,38,Pediatrics,76.72,34.65,197,4.12,0,0,37
2021-11-04,4,15,21,Neurology,81.58,22.57,297,5.37,0,0,12
2021-11-04,5,37,37,Pediatrics,91.09,23.03,230,0.0,0,1,39
2021-11-04,6,33,37,General Medicine,34.46,37.64,266,0.0,0,1,31
2021-11-04,7,32,31,Orthopedics,65.54,27.86,374,4.07,0,0,33
2021-11-04,8,56,55,ENT,75.69,37.34,156,0.0,1,1,59
2021-11-04,9,33,35,Pediatrics,72.71,39.39,383,1.23,0,1,35
2021-11-04,10,49,56,Pediatrics,32.71,33.33,260,2.81,0,0,52
2021-11-04,11,47,46,Dermatology,53.02,29.8,371,6.28,0,0,43
2021-11-04,12,39,44,ENT,77.08,19.42,64,1.19,0,0,41
2021-11-04,13,18,20,Orthopedics,31.75,12.48,112,0.0,0,1,15
2021-11-04,14,25,27,Cardiology,65.08,37.34,71,0.0,0,1,20
2021-11-04,15,26,28,General Medicine,39.64,41.17,128,24.34,0,0,25
2021-11-04,16,28,34,ENT,81.75,36.83,248,10.46,1,0,27
2021-11-04,17,35,39,Orthopedics,30.49,13.53,265,5.69,0,0,33
2021-11-04,18,41,47,Pediatrics,48.97,10.64,150,0.6,0,0,39
2021-11-04,19,45,50,Pediatrics,55.89,9.81,355,10.9,0,1,44
2021-11-04,20,32,37,Neurology,86.43,19.51,246,0.0,0,0,27
2021-11-04,21,43,46,General Medicine,42.93,18.45,180,1.27,0,0,38
2021-11-04,22,26,29,General Medicine,29.47,17.56,307,3.81,0,0,24
2021-11-04,23,36,34,Pediatrics,77.57,27.14,286,4.37,0,1,40
2021-11-05,0,24,28,Pediatrics,69.86,19.75,373,7.08,0,0,21
2021-11-05,1,25,25,Orthopedics,82.52,26.44,158,0.0,0,0,20
2021-11-05,2,24,23,Dermatology,75.28,23.33,289,4.24,0,1,21
2021-11-05,3,23,29,General Medicine,35.29,18.54,216,0.0,0,0,19
2021-11-05,4,28,28,Cardiology,51.55,39.64,261,0.0,0,0,29
2021-11-05,5,17,21,Orthopedics,80.51,25.58,150,10.27,0,0,19
2021-11-05,6,27,33,General Medicine,30.49,34.16,306,10.69,0,0,26
2021-11-05,7,26,32,ENT,91.4,12.82,172,1.91,1,0,28
2021-11-05,8,39,41,Cardiology,91.39,32.84,67,2.54,0,0,39
2021-11-05,9,43,43,General Medicine,51.28,22.96,347,9.46,0,0,44
2021-11-05,10,51,54,Dermatology,71.45,16.32,201,4.92,0,0,47
2021-11-05,11,40,39,Pediatrics,54.37,23.42,236,1.92,0,0,42
2021-11-05,12,37,36,Cardiology,45.57,36.52,279,0.0,0,1,41
2021-11-05,13,30,35,Dermatology,54.1,24.45,348,2.15,0,0,25
2021-11-05,14,29,35,Cardiology,94.21,23.2,214,4.96,0,0,30
2021-11-05,15,33,30,Dermatology,39.14,30.87,385,2.39,1,1,37
2021-11-05,16,22,26,Orthopedics,51.54,27.78,340,3.0,1,0,23
2021-11-05,17,31,36,Pediatrics,32.09,40.28,339,10.8,0,0,30
2021-11-05,18,39,43,Dermatology,71.9,26.08,208,0.0,0,0,41
2021-11-05,19,44,49,Neurology,45.48,25.91,393,11.35,0,1,43
2021-11-05,20,50,58,Cardiology,37.07,10.11,97,10.11,0,0,47
2021-11-05,21,38,42,Orthopedics,84.21,34.71,255,2.98,0,0,36
2021-11-05,22,30,38,ENT,88.87,33.1,95,1.64,0,1,26
2021-11-05,23,22,29,Orthopedics,57.56,30.6,273,0.0,0,0,18
2021-11-06,0,14,14,ENT,35.15,24.46,244,3.4,1,0,14
2021-11-06,1,20,24,ENT,41.64,23.79,292,11.22,0,1,22
2021-11-06,2,19,21,ENT,88.27,19.29,172,17.72,0,1,20
2021-11-06,3,28,30,Cardiology,43.04,24.97,185,15.71,1,0,23
2021-11-06,4,16,18,Dermatology,81.64,24.62,179,2.55,0,0,15
2021-11-06,5,25,23,General Medicine,31.25,25.01,235,8.35,0,0,29
2021-11-06,6,14,22,General Medicine,92.05,12.31,66,2.73,1,1,18
2021-11-06,7,25,30,Neurology,77.29,29.16,118,14.74,0,0,24
2021-11-06,8,40,40,Dermatology,92.29,34.61,256,17.28,0,0,38
2021-11-06,9,39,41,General Medicine,70.83,15.77,353,3.0,0,1,43
2021-11-06,10,45,49,Cardiology,73.82,29.96,387,1.76,0,0,44
2021-11-06,11,42,48,Pediatrics,25.73,41.53,350,0.66,0,0,45
2021-11-06,12,28,26,Pediatrics,71.2,18.28,261,0.0,0,0,30
